Artist,Song,Translated_Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀՈՒՅՍ,"It's too late she knocks on the door closed

Who are you waiting for?

He is who saves your soul

Dipping yellow from neck

The rope connected by agony

Shels you with grief

Of that bird

Hope is the support of loneliness

The hope is to build the future

The hope is at the last moment again

On the way to losses

Smiles with the light of salvation

And that hope of salvation

Your remark is to reconcile



Silent is the room doors closed

Shadow swing on the wall white

The tip is a depressed soul

When the guitar wires old

Are thru in the night

And scarcity songs

Sounds from the walls yet

This dreamy pantomime

With a powerless scam

Are moving our shadows

With the edge of life stage

Then one moment is silent

Leaves the blue wings of hope to you

Themselves disappear



What are you rocking this life?

Who do you really need

What is your life?

The calendar is described

Your dreams of caress

AND THE MOST IMPORTANT

Close in black frames



It's too late she knocks on the door closed

He is who you are waiting for

He is who saves your soul

Dipping yellow from neck

The rope related to psycho

Shels you with grief

Of that bird



This dreamy pantomime

With a powerless scam

Are moving our shadows

With the edge of life stage

Then one moment is silent

Leaves the blue wings of hope to you

Themselves disappear"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՃԱՆԱՊԱՐՀ,"Crawling the thin way

Trembling under the foot

The side of the road has grown

The tree of life shining



What a wide heart that has

This road is an inferior

Of the beast of a human plant

And a winged bird"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՄԱՅՐ ԻՄ (ԴՈՒՆ ՄԻԱՑԱՐ ՄԵՐ ՀՈՂԻՆ),"Mother of my sun and leave Lusna

Turned a remnant and joined our land

And the land of Anush Homeland Annual

Slightly maulchous



Mother My Heaven and Morning Hallus

You gave the soul to our land

And the land of Holy Spin Brandus

Little Mavel wed up



Mother of my treasure and inexhaustible gunning

Have you become advice and slightly slightly

But the treasure is under the slope of our lands

Little Maul grew



Mother of my source of love for the miracle of love

GET IT WASHED Under the Illuminator Star

And the heart of the motherland of an unspeakable Armenia

Little Maul's mother



Mother My Wild Mother My Treaty

Native word and a sacred nationalary native

With you now the world of Armenian unique

Little Maul's Armenian"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՄԻ ԳՈՒՑԵ ԵՍ ԽԵՆԹ ԵՄ,"One maybe I'm crazy or the world is depleted

I'm lost in this rectangle in this world

And count empty bieber blinded and cold dreams

Pavition tears tears on foot crushed time



And again the deceived crowd is shepherds in a new miscarriage

And again the blue bird was imprisoned in his cage

And again compressed fists demand something

Crazy freedom and depending on the independence

The gray of the revolution



One maybe I'm crazy or the world is depleted

I'm unable to irritate in my roomy room

I patch the weeks worn with threads of my nerves

And I beg the dawn even more than hot bread



And four sides complain about something damn

Know who the culprit understands and judges

When every grenge chiban is life in our destination

Children's cold eyes and misses the lips of milk

Are busted with your conscience and burning



Maybe I'm crazy or the world is arease

Who is crazy this director is one to blame?

Do not ring depending on the buckets what cottage is to blame

Don't you sow what spring seeds?

When there is no running plow a reason for a reason

He is also a fracture rest



I'm told crazy I'm not the world to dream"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՄԻ ՏԽՐՈՒԹՅՈՒՆ,"A sadness of eternal

And I have nothing else

Loss of loss and human

And I have nothing else

Although my soul in joy

I have unanswered calls

I am silent with all, however

And I have nothing else



The Sun opened again

The rest of the rest is nothing

My heart was washed in light

The rest of the rest is nothing



With losses with horrors

This crazy world

The ear was washed

The rest of the rest is nothing



Oh be my dream

I would live one day

Poor mankind happiness

I would live for a day



I was reported a moment

Me with the creature of the spirit

Born now to my head light

I would live a day with the crown"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՄԻԱՅՆ ԱՅՆ,"Only it is not for sale

That does not stand not to fall

That neither floats does not fly

Only that is not sold



Only he is not sold

That no is born not breathing

That is not silent not in writing

Only he is not sold



The rest is sold

The rest is sold

The rest is sold

In this ungodly world



The rest are sold

The rest are sold

The rest are sold

And everyone is selling



And only Cross Gamer

The suffering of this life

Only that is not sold



And the image pressed to the heart

Sad eyes of loss

Only it is not for sale



The melted shadows of the past

And the upcoming catastrophes

Only that is not sold



And also the last fourth

That rejects that auction

Only only that is not sold



The rest is sold

The rest is sold

The rest is sold

In this ungodly world



The rest are sold

The rest are sold

The rest are sold

And everyone is selling"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՄԻԱՅՆ ԻՐԱԿԱՆ,"It may be a dream all around us

Eyes of a person's crooked poster

Process of the world is only

It may be a dream all around us



Sorrow is only real in life

Suffering deep and multiple

In every heart boiling feed

Sorrow is only real in life



Memory of Dream Moment of Request

HOPE RESPONSIBILITY OFF AND JUDGMENT

The moon's glitter smile of man

Memory of Dream Moment of Request



Tears in life only real

Every hour squeezing juice into this soil

Crazy flowing Wine Wine

Neither love in life only real"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՆՈՒՅՆ ՔԱՂԱՔՆ Է,"The streets are emptied of your faces

And walk around four all the shadows of the past

The same city is the same sun cafe in the corner

But other foreign eyes are unfamiliar strangers

Walking behind you



And it fades our past the future too late

Who is wrong? Who is the right one?

The rats are in the chiller to the seed one by one

Leave the old owners rise up the new ones

And the wheel of the history is reversed



Even if I crazy and crazy about this pain

I believe in Lord

Still does not dry the root of our tree and will still give sprays

How much do we lose each other in this crazy life?

One melody familiar voice will make us our home



When I press my fists and I am cursed the world

When I lose my reconciliation, I mourn your songs

And what is the hope of eternal life or the soul?

I don't know idly words will probably make this melody



The streets are emptied of your faces

And walk around four all the shadows of the past

The same city is the same sun and boos in the corner

But other foreign eyes are unfamiliar strangers

Walking behind you"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՈՐՈՎՀԵՏԵՎ ՍԻՐԵԼ ԵՄ,"When I sift one by one all past my years

Pour down the row of days like sand indirectly

And they disappear the empty things that make forgotten life

Only the vision left on the net



It will also be one day and the painful wounds will be closed

And the nourishes will be saved from our widespread land

And dedicated to the illusions he was the only blessed value

That I will keep up before the end of the road, because I have loved



I was bored of my songs lost my sense

Did not decline my soul not to be conformed to the clown

The crooked and straightforward life never pucked my heart

And I happened to my life because I have loved you



The voices were misled by the vocal wire

And the last screams were lost in the noise

One only one unexpectedly will find you lost songs

Only a little more crystallized and lived



Even if you starve your body, even if you were folded by the hunger.

Will not be sold at auctions inherited

And you don't have to spread pearls in front of the pigs

And life will not become my friend how many you are"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՎԵՐՋԻՆ ԱՆԳԱՄ,"Four is a wall lined up

Four Boards Machine Matched

Flower windows

The crazy is for eight

We are not frozen from cold

We have stifled from a bonfire

See our books burn

That found under the pillow

This time the last time

And Eating the stove

The meanings appropriate volume volume

Blush from pleasure his body

And crazy about shame crazy

Rewards Rumors Bours

And note the circumstances

This time the last time

Hey Well Butk your mouths

Hey Well Standing all of you

Hey are judged

Hey Cool in Hire

This time the last time

Completed your connection

The rats joined

Joined the shell dogs

The chores joined

Joined and wastewater

In a clogged pipe

WE ARE DECLARED WITH AGAIN

Shutdown and washing

This time the last time

And crazy about shame crazy

Rewards four sides of the reasons

And note the circumstances

And the nals of glory are snatched

Growing day by day to chibans

Fat and fortunate benefactors

This time the last time

Hey Well Butk your mouths

Hey Well Standing all of you

Hey we judge you

Hey are unanimously unanimously

This time the last time

Forget your dreams

None of you run away

Tour warm miracle country

We will go to work with crazy

You won't find your destination

On the remote hot shores

Won't the lap stolen mark

You are following you

This time the last time"
