Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
	Նրան անձայն կընդունի իմ ուրվականը:

	 

	Կհասկանա օրենքի հլու պաշտպանը,

	Որ տանը այս, ոչ ոք չի ապրում այս տանը:

	 

	Կահագանգի նա իր ղեկավարությանը,

	Որ տանը այս, ոչ ոք չի ապրում այս տանը:

	 

	Ինձ կմատնի բարեկիրթ իմ հարևանը, 

	Որ ինձ գիշերը նա տեսել է գինետանը:

	 

	Գինում խեղդված՝ կճչա խցանահանը, 

	Անհայտ կորած՝ կգրանցեն իմ վերջաբանը:

	 

	Եթե մի օր այցելեք դուք ինձ իմ տանը, 

	Գուցե և ձեզ ընդունի իմ ուրվականը:

	 

	Չզարմանաք, մի՞թե դա է էականը,

	Թե մեզնից ով է, մեզնից ով է իրականը:

	 

	Ինձ մի՛ փնտրիր, ոստիկա՛ն, 

	Ես քեզ համար չեմ, ես չկամ: 

	Դու ինձ ինչքան էլ որոնես, 

	Ուրվականիս կհանդիպես:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵՍ ԻՐԱՎՈՒՆՔ ՉՈՒՆԵՄ,"
	Ես իրավունք չունեմ ապրել շատ անհստակ.

	Չէ՞ որ կբամբասեն, թե մարդ եմ տարօրինակ:

	Ես իրավունք չունեմ անչափ խմել գինի,

	Քանզի ինձ կայպանեն մարդիկ առաքինի:

	Ես իրավունք չունեմ սիրել ինչ-որ մեկին,

	Քանի որ օրենքով ունեմ արդեն մի կին.

	Իմ ընկերները և թշնամիներս ինձ կասեն,

	Թե վերջացած ես մարդ եմ դարձել պիղծ:

	Ես նույնիսկ իրավունք չունեմ երջանկության.

	Դա էլ կվերագրեն բախտի շռայլության:

	Եվ այդ իսկ պատճառով, որ իրավունք չունեմ,

	Ես նույնիսկ իմ տան մեջ ինչպես բանտում կապրեմ

	Ու բոլորից թաքուն իմ տան մի անկյունում

	Ես կգրեմ երգեր, որ կյանք եմ անվանում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՇՆԵՐԸ,"
	Ես գիտեմ, թե ովքեր են տերերը,

	Ում ձեռքից են ուտում էս շները,

	                                     ես գիտեմ,

	Ու թեև միշտ էլ կուշտ են տերերը,

	Բայց սովից կատաղած են շները,

	                                     և հիմա

	Հենց էնպես չեն հաչում էս շները,

	Ուշացրել են մի քիչ նրանց կերը.

	                                     ուշացրել,

	Կերակրե՛ք. չէ՞ որ դուք եք տերերը,

	Որ հանկարծ մեզ չուտեն էս շները,

	                                     կերակրե՛ք,

	Վայելե՛ք ձեր համեղ պատառները,

	Մնացորդը ուտեն թող շները,

	                                     որ լռեն,

	Թե չէ վախն այցելում է գիշերը, 

	Երբ սովից կատաղած են շները,

	                                     զգուշացե՛ք,

	Փակեցեք շատ ամուր ձեր դռները,

	Փողոցում թող մնան պոետները,

	                                     և մարդիկ,

	Ում համար միևնույն են տերերը,

	Եվ հատուկ կատաղացրած շները՝

	                                     միևնույն:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԳԱԶԱՆԱՆՈՑ,"
	Նույնիսկ ընձուղտը տարօրինակ մի երգ է, 

	Բայց որ փակված է վանդակում, դա արդեն երգ չէ: 

	Որքա՜ն չերգված երգեր կան փակ վանդակներում, 

	Որքա՜ն երգեր, որոնք երբեք չեն լսվելու: 

	 

	Երբ երգը դառնում է վախեցած գազան

	Ու փակված վանդակում ճաղերին է զարկվում,

	Երգը դառնում է վիրավոր լուսան,

	Երգը թռիչքի է պատրաստվում:

	 

	Երգը լռում է ու քնած ձևանում.

	Գալիս է պահը, նա պայթում է, պայթում:

	 

	Գիշերը հանգիստ քնած էր գետաձին,

	Եվ անշարժ էր նրա հաստ մարմինը, 

	Խելագար ամբոխի թշվառ ծաղրածուն՝

	Առյուծը նախկին, մրափում էր:

	 

	Եվ միայն գայլն էր անհանգիստ վանդակում. 

	Գայլը ոռնում էր, անընդհատ ոռնում:

	Նրան միս տվեցին, բայց նա միսը չվերցրեց, 

	Նրան միս շպրտեցին, բայց նա չլռեց:

	 

	Գայլը հիշել էր տափաստանն իր արձակ

	Ու խենթացել էր գայլը միայնակ:

	 

	Եվ լսվեց կրակոց, և ոռնոցը լռեց, 

	Եվ լուսինն իր արծաթն իր երգչին նվիրեց: 

	Լուսնի արծաթում՝ կարմիր արյան լճակ.

	Մեռնում էր վանդակում գայլը միայնակ:

	 

	Գայլը մեռնում էր՝ ժպիտը դեմքին, 

	Հիմա նա ազատ էր ու վազում էր կրկին. 

	Աչքին երևում էր տափաստանն իր արձակ,

	Կողքից վազում էր մոխրագույն գայլուհին:

	 

	Երբ երգը դառնում է վախեցած գազան

	Ու փակված վանդակում ճաղերին է զարկվում,

	Երգը դառնում է վիրավոր լուսան,

	Երգը թռիչքի է պատրաստվում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵԶԸ,"
	Մոռացի՛ր դու նրանց քարոզները բոլոր,

	Քարոզները նրանց կշտացրել են, իսկ քեզ՝ բթացրել,

	Մոռացի՛ր դու նրանց բոլոր աղոթքները, 

	Հավատա՛ ինքդ քեզ:

	 

	Մի անգամ հավատա՛ քո Աստծուն, 

	Հավատա՛ քո հոգուն, հավատա՛ ինքդ քեզ,

	Եվ այրի՛ր կամուրջները քո ետ դառնալու,

	Եվ այրի՛ր կամուրջները քո ետ դառնալու...

	 

	Քո ծնված օրվանից քեզ խաբել են, ցլի՛կ,

	Քո գլուխը լցրել բթության մշուշով, իմ ցլի՛կ, 

	Քեզ կռտել են, ցլի՛կ, դարձրել բանող եզ, 

	Որ մինչև կյանքիդ վերջ աշխատես ճորտի պես:

	 

	Եղի՛ր հեզ, բանո՛ղ եզ,

	Եվ վարի՛ր այս անվերջ սևահողը, 

	Երբ կիջնի երեկոն, դու հանգիստ գնա գոմ,

	Որոճա քեզ բաժին ընկած խոտը,

	Մինչև կբացվի առավոտը:

	 

	Օրենքներից հոգնած այս դժբախտ անասունը,

	Մահվան վախն աչքերում, հոգեվարք է ապրում,

	Օ՜, աշխա՛րհ, դու ինչո՞ւ ծնեցիր մարդկային այս նախիրը,

	Որ հիմա վավաշոտ բթությամբ բազմանում է:

	 

	Օրենքները փակել են դռները բոլոր,

	Ճամփաները պայծառ անդունդներ են դարձել,

	Եվ այնտեղ թաղված լուսեղեն երազները,

	Լուսեղեն երազները բոլոր:

	 

	Սե՛ր, հաճելի՛ մոռացում, այցելի՛ր մեզ հաճախ,

	Այցելի՛ր մեզ հաճախ, 

	Մենք գիտենք՝ ճամփաները բոլոր

	Դեպի մահ են տանում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՀԻՆ ԸՆԿԵՐ,"
	Հեռացան մեզնից մեր հին օրերը,

	Մոտենում են նոր ժամանակներ,

	Ո՞ւր ես դու կորել, իմ բարեկա՛մս,

	Ո՞ւր ես դու կորել, իմ հի՛ն ընկեր:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Արդյոք ո՞ւր ես դու կորել,

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Չեմ կարող ես քեզ գտնել: 

	 

	Ի՞նչ կախարդ է քեզ կախարդել, 

	Ի՞նչ թակարդ ես դու ընկել,

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Ես կարող եմ քեզ փրկել: 

	 

	Հեռացան այն հին ու գորշ օրերը,

	Մոտեցան պայծառ ժամանակներ,

	Փոխվեցին կարծես թե հին տերերը,

	Նրանց տեղ եկել են նոր տերեր:

	 

	Նոր տերերի մոտ դեռ խրախճանք է,

	Նոր տերերը դեռ չեն կշտացել,

	Հին տերերի մոտ անհուն զարմանք է,

	Թե նորերն ինչքան են հղփացել:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Արդյոք նո՞ւյնն ես մնացել,

	Նիհարե՞լ ես դու, թե լցվել 

	Ու հետույքդ հաստացրել,

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Քեզ պաշտոն դեռ չեն տվել,

	Քեզ իմ լա՛վ, իմ անգի՛ն ընկեր, 

	Նոր տերերը չե՞ն գնել:

	 

	Այս աշխարհը նույնն է, բարեկա՛մս,

	Չփորձես հանկարծ նրան փոխել,

	Փոխվեցին կարծես հին տերերը,

	Նորերը խաղում են հին դերեր:

	 

	Եվ մեր նորընծա ու խիստ տերերը

	Մեզ դարձյալ փորձում են վախեցնել,

	Մենք ասում ենք՝ դրանց տիրու մերը,

	Մահը մեր վաղուց ենք մենք տեսել:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Արդյոք նո՞ւյնն ես մնացել,

	Ո՞ւմ հետ ես արդյոք հաց կիսել

	Եվ ո՞ւմ հետ ընկերացել:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Դու քո գույնը չե՞ս փոխել,

	Քեզ իմ լա՛վ, իմ անգի՛ն ընկեր, 

	Նոր տերերը չե՞ն...

	 

	Մեզ սեղմում են նոր ժամանակները,

	Ինչպես երկաթե պնդօղակներ,

	Մինչև վերջ ձգեք ձեր գոտիները,

	Պետք է դիմանալ ու դիմադրել:

	 

	Եվ մեր անտարբեր ու բութ դեմքերը

	Դարձել են արդեն մութ դիմակներ,

	Մենք ընբռնումով տանում ենք բեռը,

	Որը չենք կարող չհանդուրժել:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Արդյոք նո՞ւյնն ես մնացել,

	Ո՞ւմ հետ ես արդյոք հաց կիսել 

	Եվ ո՞ւմ հետ ընկերացել: 

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Դու քո գույնը չե՞ս փոխել,

	Քեզ իմ լա՛վ, իմ անգի՛ն ընկեր, 

	Նոր տերերը չե՞ն... կերել:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՆԱԽԱԳԱՀԱԿԱՆ ԸՆՏՐՈՒԹՅՈՒՆՆԵՐ,"
	Երկնքում ճախրող ոստիկաններ,

	Ոստիկանատիպ մուրացկաններ,

	Մուրացկանակերպ անգույն դեմքեր

	Ու կերած-խմած ուրվականներ:

	 

	Բացուխուփ անող շատ բերաններ,

	Ասես ափ նետած անթիվ ձկներ,

	Հերթերում պատերազմող ձեռքեր,

	Ո՞վ է այս ամենը հնարել:

	 

	Սա ի՞նչ հանելուկ է, սա շուտասելուկ է,

	Չի լսվում ո՛չ ձայն, ո՛չ պատասխան:

	Սա ի՞նչ հանելուկ է, սա շուտասելուկ է, 

	Ո՞վ է Տեր Աստվածն, ով՝ սատանան:

	 

	Որովայնամիտ ու բութ դեմքեր

	Եվ անթիվ դատարկ որովայններ,

	Բարքերի անկում, անկման բարքեր

	Ու անկման եզրին կանգնած կարգեր:

	 

	Կուսականորեն շիկնած լրբեր,

	Կուշտուկուռ կերած-խմած սրբեր,

	Դզած ու փչած ու կեղծ կույսեր,

	Կույսերից հիասթափված հույսեր:

	 

	Սա մի կուսանո՞ց է, թե սա բոզանոց է,

	Ասե՛ք, ձայնազո՛ւրկ իմաստուններ: 

	Ո՞ւր է անգլուխը՝ քաղաքագլո՞ւխը,

	Որն ունի ոռի վրա ծալքեր:

	 

	Անգթությունից կոտրած սրտեր

	Ու գթաբաժան առաքյալներ,

	Խորհրդարանում խորհող այրեր

	Ու նմանատիպ դեպքի վայրեր:

	 

	Մտավորական քրեականներ,

	Կիսագողական ոստիկաններ,

	Ղումարի նստած դասախոսներ

	Ու նստած-ելած շատախոսներ:

	 

	Իսկ կարգին տղերքը, ում ձեռքին է զենքը,

	Մահվան հետ գիշեր են լուսացնում:

	Իսկ ազգի տականքը՝ մեր ազգի քերանքը,

	Թալանում է ազգը ու պղծում:

	 

	Նախագահական ընտրություններ,

	Եվ անընտրելի նախագահներ,

	Հալումաշ եղած անթիվ ստեր,

	Ո՞վ է այս ամենը բեմադրել:

	 

	Գեներալատիպ մեծ գրողներ,

	Գրողի տարած գեներալներ,

	Գեներալամիտ նախարարներ

	Ու նմանատիպ տարբեր բաներ:

	 

	Ո՞վ է նստած վերը, դրա տիրու մերը,

	Չի լսվում ո՛չ ձայն, ո՛չ պատասխան:

	Ո՞րն է իրականը, տերն ու տիրականը

	Էս անտերուդուրս անտերության:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՓՈՔՐԻԿ ԻՇԽԱՆ,"
	Ձյան սպիտակ վերմակի տակ

	Հողը տաք է, այնքա՜ն տաք,

	Ինչպես շունչը իմ մանկան

	Քնի մեջ առավոտյան:

	 

	Քնի մեջ առավոտյան

	Կա մի պահ հավերժության,

	Փոքրիկիս իր երազում

	Հրեշտակներ են այցելում:

	 

	Նա ժպտում է քնի մեջ,

	Երբ երազն է օրորվում,

	Բայց երազը ունի վերջ,

	Երբ որ օրն է արթնանում:

	 

	Երբ որ օրն է արթնանում,

	Իր հետ ո՞ւր է մեզ տանում,

	Թե՞ երազ է դա մի նոր, 

	Որ տեսնում ենք ամեն օր:

	 

	Պղտոր գետը հոգսերի

	Մեզ տանում է դեպի վար,

	Տո՛ւր ինձ ձեռքդ, բարեկա՛մ,

	Մենք պետք է օգնենք իրար:

	 

	Մութ է, մութ է մեր ճամփան,

	Չի երևում ոչ մի բան,

	Խոսքերը մեկ են արել

	Տեր Աստվածն ու սատանան:

	 

	Քեզ դեռ շատ կտրորեն,

	Կծաղրեն ու կգնան,

	Հետո կա՛մ կփոշմանեն,

	Կա՛մ ուժեղ կհռհռան:

	 

	Բայց որքան էլ տրորեն,

	Տրորեն ու հռհռան,

	Չես դառնա դու սրիկա,

	Մանկության փոքրի՛կ իշխան:

	 

	Հրաշքները չեն մեռնում,

	Նրանք կան ու կմնան,

	Թե հավատ կա քո սրտում,

	Եվ կա սերը անանձնական:

	 

	Հրաշքները կմնան,

	Քանզի կա փոքրիկ իշխան,

	Որ սիրում է տիեզերքն

	Ու աշխարհը այս դաժան:

	 

	Մի՛ լքիր, ինձ հե՛տ մնա,

	Մանկության փոքրի՛կ իշխան,

	Միասին պիտի անցնենք

	Ճանապարհը Փորձության:

	 

	Մութ է, մութ է մեր ճամփան,

	Չի երևում ոչ մի բան,

	Խոսքերը մեկ են արել

	Տեր Աստվածն ու սատանան:

	 

	Ձյան սպիտակ վերմակի տակ

	Հողը տաք է, այնքա՜ն տաք,

	Ինչպես շունչը իմ մանկան

	Քնի մեջ առավոտյան:

	 

	Քնի մեջ առավոտյան,

	Երբ որ ցողը վաղորդյան

	Մարգարիտ է շաղ տալիս,

	Վախենում եմ, սիրելի՜ս:

	 

	Մութ է, մութ է մեր ճամփան,

	Չի երևում ոչ մի բան,

	Խոսքերը մեկ են արել

	Տեր Աստվածն ու սատանան:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԹԵ ԻՆՉՈՒ ԵՆ ՊՈԵՏՆԵՐԸ ԵՎ ՇՆԵՐԸ ԸՆԿԵՐՆԵՐ,"
	Ես ու լուսինը միասին

	Մոտեցանք սառած ջրափոսին

	Եվ գիշերը՝ ժամը երկուսին

	Երգեցինք այս երգը այն մասին,

	 

	Թե ինչու են պոետները
